Year,Month,Day,Trial,Ablation,Darkness,Singles,Flow,Turn_Dir,Fish_Left,Fish_Right
2021,7,7,14,N,Y,N,0,0,6,1
2021,7,7,14,N,Y,N,0,0,1,6
2021,7,7,14,N,Y,N,0,0,7,0
2021,7,7,14,N,Y,N,0,0,4,3
2021,7,7,14,N,Y,N,0,0,0,6
2021,7,7,14,N,Y,N,0,0,3,3
2021,7,7,14,N,Y,N,0,1,3,3
2021,7,7,14,N,Y,N,0,0,2,3
2021,7,7,14,N,Y,N,0,1,4,2
2021,7,7,14,N,Y,N,0,1,3,3
2021,7,7,14,N,Y,N,0,1,4,1
2021,7,7,14,N,Y,N,0,0,5,0
2021,7,7,14,N,Y,N,0,1,5,2
2021,7,7,14,N,Y,N,0,0,1,3
2021,7,7,14,N,Y,N,0,1,5,2
2021,7,7,14,N,Y,N,0,1,6,1
2021,7,7,14,N,Y,N,0,1,7,0
2021,7,7,14,N,Y,N,0,1,6,1
2021,7,7,18,N,Y,N,2,0,0,7
2021,7,7,18,N,Y,N,2,1,6,1
2021,7,7,18,N,Y,N,2,0,5,2
2021,7,7,18,N,Y,N,2,1,7,0
2021,7,7,18,N,Y,N,2,1,6,1
2021,7,7,18,N,Y,N,2,0,7,0
2021,7,7,18,N,Y,N,2,1,2,3
2021,7,7,18,N,Y,N,2,0,3,4
2021,10,6,34,Y,N,N,2,0,1,4
2021,10,6,34,Y,N,N,2,0,2,5
2021,10,6,34,Y,N,N,2,0,0,7
2021,10,6,34,Y,N,N,2,1,0,7
2021,10,6,38,Y,N,N,0,1,6,1
2021,10,6,38,Y,N,N,0,1,7,0
2021,10,6,38,Y,N,N,0,0,0,7
2021,10,6,38,Y,N,N,0,1,4,2
2021,10,6,38,Y,N,N,0,1,7,0
2021,10,6,38,Y,N,N,0,1,5,2
2021,10,8,15,N,Y,N,0,0,5,1
2021,10,8,15,N,Y,N,0,1,1,5
2021,10,8,15,N,Y,N,0,1,5,2
2021,10,8,15,N,Y,N,0,1,4,0
2021,10,8,15,N,Y,N,0,1,2,4
2021,10,8,15,N,Y,N,0,0,3,3
2021,10,8,15,N,Y,N,0,0,0,5
2021,10,8,15,N,Y,N,0,1,6,0
2021,10,8,15,N,Y,N,0,0,2,4
2021,10,8,15,N,Y,N,0,0,2,4
2021,10,8,15,N,Y,N,0,1,1,6
2021,10,8,15,N,Y,N,0,0,0,6
2021,10,8,15,N,Y,N,0,0,2,4
2021,10,8,15,N,Y,N,0,1,4,3
2021,10,8,15,N,Y,N,0,1,4,3
2021,10,8,15,N,Y,N,0,0,4,3
2021,10,8,15,N,Y,N,0,0,1,6
2021,10,8,15,N,Y,N,0,1,1,4
2021,10,8,15,N,Y,N,0,1,4,2
2021,10,8,15,N,Y,N,0,1,5,0
2021,10,8,15,N,Y,N,0,1,6,0
2021,10,8,15,N,Y,N,0,0,0,6
2021,10,8,15,N,Y,N,0,0,5,2
2021,10,8,15,N,Y,N,0,0,0,7
2021,10,8,15,N,Y,N,0,0,0,7
2021,10,8,15,N,Y,N,0,0,0,5
2021,10,8,15,N,Y,N,0,0,1,5
2021,10,8,15,N,Y,N,0,0,3,3
2021,10,8,15,N,Y,N,0,0,2,4
2021,10,8,15,N,Y,N,0,0,6,0
2021,10,8,15,N,Y,N,0,0,1,6
2021,10,8,15,N,Y,N,0,1,6,0
2021,10,8,15,N,Y,N,0,1,6,1
2021,10,8,15,N,Y,N,0,0,6,1
2021,10,8,15,N,Y,N,0,0,2,5
2021,10,8,15,N,Y,N,0,0,1,5
2021,10,8,15,N,Y,N,0,1,2,3
2021,10,8,15,N,Y,N,0,1,5,1
2021,10,8,15,N,Y,N,0,1,5,1
2021,7,7,17,N,Y,N,2,0,4,3
2021,7,7,17,N,Y,N,2,1,5,2
2021,7,7,17,N,Y,N,2,1,7,0
2021,7,7,17,N,Y,N,2,1,3,2
2021,7,7,17,N,Y,N,2,0,1,6
2021,7,7,17,N,Y,N,2,None,5,1
2021,7,7,17,N,Y,N,2,0,6,0
2021,7,7,17,N,Y,N,2,0,2,5
2021,7,7,17,N,Y,N,2,None,0,7
2021,7,7,17,N,Y,N,2,0,0,7
2021,7,7,17,N,Y,N,2,1,1,6
2021,7,7,17,N,Y,N,2,1,0,6
2021,7,7,17,N,Y,N,2,0,5,1
2021,7,7,17,N,Y,N,2,0,3,3
2021,7,7,17,N,Y,N,2,0,4,3
2021,7,7,17,N,Y,N,2,0,3,4
2021,7,7,17,N,Y,N,2,0,3,3
2021,7,7,17,N,Y,N,2,0,0,7
2021,7,7,17,N,Y,N,2,0,1,5
2021,7,7,17,N,Y,N,2,0,3,4
2021,7,7,17,N,Y,N,2,0,1,6
2021,7,7,17,N,Y,N,2,0,0,6
2021,10,6,39,Y,N,N,0,0,1,6
2021,10,6,39,Y,N,N,0,0,0,7
2021,10,6,39,Y,N,N,0,1,7,0
2021,10,6,39,Y,N,N,0,1,6,1
2021,10,6,39,Y,N,N,0,0,1,6
2021,10,6,39,Y,N,N,0,0,0,7
2021,10,6,39,Y,N,N,0,None,0,7
2021,7,7,16,N,Y,N,2,0,0,7
2021,7,7,16,N,Y,N,2,1,2,5
2021,7,7,16,N,Y,N,2,0,1,6
2021,7,7,16,N,Y,N,2,None,0,0
2021,7,7,16,N,Y,N,2,None,0,0
2021,7,7,16,N,Y,N,2,1,6,0
2021,7,7,16,N,Y,N,2,0,5,1
2021,7,7,16,N,Y,N,2,0,0,7
2021,7,7,16,N,Y,N,2,0,2,5
2021,7,7,16,N,Y,N,2,0,2,4
2021,7,7,16,N,Y,N,2,1,1,5
2021,7,7,16,N,Y,N,2,1,6,1
2021,7,7,16,N,Y,N,2,None,4,2
2021,7,7,16,N,Y,N,2,1,6,1
2021,3,25,12,N,N,N,0,0,0,7
2021,3,25,12,N,N,N,0,0,0,6
2021,3,25,12,N,N,N,0,1,6,1
2021,3,25,12,N,N,N,0,1,6,0
2021,3,25,12,N,N,N,0,1,7,0
2021,3,25,12,N,N,N,0,1,7,0
2021,3,25,12,N,N,N,0,1,4,3
2021,3,25,12,N,N,N,0,0,2,5
2021,3,25,12,N,N,N,0,1,4,3
2021,3,25,12,N,N,N,0,1,4,1
2021,3,25,12,N,N,N,0,None,2,5
2021,3,25,12,N,N,N,0,1,7,0
2021,3,25,12,N,N,N,0,1,5,1
2021,3,25,12,N,N,N,0,1,6,0
2021,8,3,21,Y,N,N,0,0,1,6
2021,8,3,21,Y,N,N,0,0,0,6
2021,8,3,21,Y,N,N,0,1,3,4
2021,8,3,21,Y,N,N,0,1,5,0
2021,8,3,21,Y,N,N,0,1,6,0
2021,8,3,21,Y,N,N,0,1,7,0
2021,8,3,21,Y,N,N,0,1,7,0
2021,8,3,21,Y,N,N,0,None,2,4
2021,8,3,21,Y,N,N,0,None,0,0
2021,8,3,21,Y,N,N,0,1,5,0
2021,8,3,21,Y,N,N,0,1,7,0
2021,8,3,21,Y,N,N,0,0,3,4
2021,8,3,21,Y,N,N,0,None,0,0
2021,8,3,21,Y,N,N,0,1,2,4
2021,7,7,26,N,Y,N,2,0,4,3
2021,7,7,26,N,Y,N,2,0,0,7
2021,7,7,26,N,Y,N,2,0,1,6
2021,7,7,26,N,Y,N,2,0,1,6
2021,7,7,26,N,Y,N,2,1,5,2
2021,7,7,26,N,Y,N,2,1,5,1
2021,7,7,26,N,Y,N,2,0,5,1
2021,7,7,26,N,Y,N,2,0,4,3
2021,7,7,26,N,Y,N,2,0,0,6
2021,7,7,26,N,Y,N,2,1,3,4
2021,7,7,26,N,Y,N,2,1,1,6
2021,7,7,26,N,Y,N,2,1,5,1
2021,7,7,26,N,Y,N,2,0,2,5
2021,7,7,26,N,Y,N,2,0,2,5
2021,7,7,26,N,Y,N,2,1,5,1
2021,3,25,22,N,N,N,0,1,6,0
2021,3,25,22,N,N,N,0,0,5,1
2021,3,25,22,N,N,N,0,1,0,7
2021,3,25,22,N,N,N,0,0,1,5
2021,3,25,22,N,N,N,0,0,2,5
2021,3,25,22,N,N,N,0,0,2,5
2021,3,25,22,N,N,N,0,1,5,2
2021,3,25,22,N,N,N,0,1,7,0
2021,3,25,22,N,N,N,0,0,0,6
2021,3,25,22,N,N,N,0,0,2,5
2021,3,25,22,N,N,N,0,None,4,3
2021,3,25,22,N,N,N,0,1,5,2
2021,3,25,22,N,N,N,0,1,5,2
2021,3,25,22,N,N,N,0,0,5,2
2021,3,25,22,N,N,N,0,1,6,0
2021,3,25,22,N,N,N,0,1,4,3
2021,3,25,22,N,N,N,0,0,0,7
2021,3,25,22,N,N,N,0,0,0,6
2021,3,25,22,N,N,N,0,0,1,6
2021,3,25,22,N,N,N,0,0,0,6
2021,3,25,22,N,N,N,0,1,7,0
2021,3,25,22,N,N,N,0,1,1,5
2021,3,25,10,N,N,N,0,0,6,1
2021,3,25,10,N,N,N,0,0,1,6
2021,3,25,10,N,N,N,0,0,0,7
2021,3,25,10,N,N,N,0,0,3,3
2021,3,25,10,N,N,N,0,1,6,1
2021,3,25,10,N,N,N,0,0,1,5
2021,3,25,10,N,N,N,0,0,4,3
2021,3,25,10,N,N,N,0,0,0,7
2021,3,25,10,N,N,N,0,1,0,6
2021,3,25,10,N,N,N,0,1,5,1
2021,3,25,10,N,N,N,0,1,3,4
2021,3,25,10,N,N,N,0,1,6,1
2021,3,25,10,N,N,N,0,1,5,1
2021,3,25,10,N,N,N,0,1,6,0
2021,3,25,10,N,N,N,0,1,7,0
2021,3,25,10,N,N,N,0,1,7,0
2021,3,25,10,N,N,N,0,0,0,6
2021,3,25,10,N,N,N,0,0,0,6
2021,3,25,10,N,N,N,0,1,5,2
2021,3,25,10,N,N,N,0,1,4,3
2021,3,25,10,N,N,N,0,1,5,2
2021,3,25,10,N,N,N,0,1,5,1
2021,3,25,10,N,N,N,0,1,2,4
2020,7,28,29,N,N,N,2,0,7,0
2020,7,28,29,N,N,N,2,0,0,7
2020,7,28,29,N,N,N,2,0,4,3
2020,7,28,29,N,N,N,2,0,0,7
2021,3,25,24,N,N,N,0,1,1,5
2021,3,25,24,N,N,N,0,1,4,2
2021,3,25,24,N,N,N,0,1,7,0
2021,3,25,24,N,N,N,0,0,6,0
2021,3,25,24,N,N,N,0,1,2,5
2021,3,25,24,N,N,N,0,1,0,5
2021,3,25,24,N,N,N,0,0,1,6
2021,3,25,24,N,N,N,0,1,7,0
2021,3,25,24,N,N,N,0,0,6,0
2021,3,25,24,N,N,N,0,1,0,7
2021,3,25,24,N,N,N,0,None,0,0
2021,3,25,24,N,N,N,0,1,5,1
2021,3,25,24,N,N,N,0,1,5,1
2021,3,25,24,N,N,N,0,1,6,0
2021,3,25,24,N,N,N,0,0,2,5
2021,10,8,21,N,Y,N,2,1,4,2
2021,10,8,21,N,Y,N,2,1,7,0
2021,10,8,21,N,Y,N,2,1,2,5
2021,10,8,21,N,Y,N,2,1,2,4
2021,10,8,21,N,Y,N,2,0,1,5
2021,10,8,21,N,Y,N,2,0,2,5
2021,10,8,21,N,Y,N,2,0,0,6
2021,10,8,21,N,Y,N,2,0,3,3
2021,10,8,21,N,Y,N,2,1,3,3
2021,10,8,21,N,Y,N,2,0,3,4
2021,10,8,21,N,Y,N,2,0,1,5
2021,10,8,21,N,Y,N,2,1,2,5
2021,10,8,21,N,Y,N,2,1,5,2
2021,10,8,21,N,Y,N,2,1,6,1
2021,10,8,21,N,Y,N,2,0,5,1
2021,10,8,21,N,Y,N,2,1,3,3
2021,10,6,57,Y,N,N,0,1,4,3
2021,10,6,57,Y,N,N,0,1,6,1
2021,10,6,57,Y,N,N,0,1,7,0
2021,10,6,57,Y,N,N,0,0,0,7
2021,10,6,57,Y,N,N,0,1,5,2
2021,10,6,57,Y,N,N,0,1,6,1
2021,10,6,57,Y,N,N,0,1,6,1
2021,7,7,27,N,Y,N,2,1,3,3
2021,7,7,27,N,Y,N,2,1,3,4
2021,7,7,27,N,Y,N,2,1,6,1
2021,7,7,27,N,Y,N,2,1,7,0
2021,7,7,27,N,Y,N,2,None,1,5
2021,7,7,27,N,Y,N,2,0,4,2
2021,7,7,27,N,Y,N,2,0,0,6
2021,7,7,27,N,Y,N,2,0,0,7
2021,7,7,27,N,Y,N,2,0,5,2
2021,7,7,27,N,Y,N,2,1,5,2
2020,7,28,24,N,N,N,0,0,1,6
2020,7,28,24,N,N,N,0,1,4,3
2020,7,28,24,N,N,N,0,0,3,4
2020,7,28,24,N,N,N,0,1,5,0
2020,7,28,24,N,N,N,0,0,2,5
2020,7,28,24,N,N,N,0,0,2,5
2020,7,28,24,N,N,N,0,0,2,5
2020,7,28,24,N,N,N,0,0,1,6
2020,7,28,24,N,N,N,0,0,0,7
2020,7,28,24,N,N,N,0,1,4,2
2020,7,28,24,N,N,N,0,0,3,4
2020,7,28,24,N,N,N,0,0,4,3
2020,7,28,24,N,N,N,0,0,1,5
2020,7,28,24,N,N,N,0,0,1,5
2020,7,28,24,N,N,N,0,0,3,4
2021,10,6,26,Y,N,N,0,1,7,0
2021,10,6,26,Y,N,N,0,0,5,2
2021,10,6,26,Y,N,N,0,0,7,0
2021,10,6,26,Y,N,N,0,1,2,5
2021,10,6,26,Y,N,N,0,1,5,2
2021,10,6,26,Y,N,N,0,1,6,1
2021,10,6,26,Y,N,N,0,0,6,1
2021,10,6,26,Y,N,N,0,1,0,7
2021,10,6,26,Y,N,N,0,1,6,0
2021,10,6,26,Y,N,N,0,1,3,4
2021,10,6,26,Y,N,N,0,1,5,2
2021,10,6,26,Y,N,N,0,1,4,3
2021,10,6,26,Y,N,N,0,0,4,3
2021,10,6,26,Y,N,N,0,1,4,3
2021,10,6,26,Y,N,N,0,1,6,1
2021,10,6,26,Y,N,N,0,1,7,0
2021,10,6,26,Y,N,N,0,1,7,0
2021,10,6,26,Y,N,N,0,1,1,6
2021,10,6,26,Y,N,N,0,1,1,6
2021,10,6,26,Y,N,N,0,0,1,6
2021,10,6,26,Y,N,N,0,1,5,1
2021,7,7,6,N,Y,N,2,1,6,0
2021,7,7,6,N,Y,N,2,1,3,4
2021,7,7,6,N,Y,N,2,1,1,4
2021,7,7,6,N,Y,N,2,0,5,1
2021,7,7,6,N,Y,N,2,0,5,0
2021,7,7,6,N,Y,N,2,1,5,2
2021,7,7,6,N,Y,N,2,1,6,1
2021,7,7,6,N,Y,N,2,1,6,1
2021,7,7,6,N,Y,N,2,1,1,5
2021,7,7,6,N,Y,N,2,1,2,4
2021,10,8,27,N,Y,N,0,0,1,5
2021,10,8,27,N,Y,N,0,0,1,5
2021,10,8,27,N,Y,N,0,0,0,6
2021,10,8,27,N,Y,N,0,0,0,6
2021,10,8,27,N,Y,N,0,0,0,6
2021,10,8,27,N,Y,N,0,0,0,6
2021,10,8,27,N,Y,N,0,0,2,4
2021,10,8,27,N,Y,N,0,0,3,3
2021,10,8,27,N,Y,N,0,1,4,2
2021,10,8,27,N,Y,N,0,0,1,4
2021,10,8,27,N,Y,N,0,0,1,5
2021,10,8,27,N,Y,N,0,1,6,1
2021,10,8,27,N,Y,N,0,0,3,3
2021,10,6,21,Y,N,N,0,0,4,3
2021,10,6,21,Y,N,N,0,1,2,5
2021,10,6,21,Y,N,N,0,1,3,4
2021,10,6,21,Y,N,N,0,1,4,3
2021,10,6,21,Y,N,N,0,1,7,0
2021,10,6,21,Y,N,N,0,1,7,0
2021,10,6,21,Y,N,N,0,1,5,2
2021,10,6,21,Y,N,N,0,1,7,0
2021,10,6,21,Y,N,N,0,1,7,0
2021,10,6,21,Y,N,N,0,1,5,1
2021,10,6,21,Y,N,N,0,0,0,7
2021,10,6,21,Y,N,N,0,1,6,1
2021,7,7,21,N,Y,N,0,1,3,4
2021,7,7,21,N,Y,N,0,None,5,2
2021,7,7,21,N,Y,N,0,1,6,0
2021,7,7,21,N,Y,N,0,1,5,0
2021,7,7,21,N,Y,N,0,None,0,0
2021,7,7,21,N,Y,N,0,0,6,1
2021,7,7,21,N,Y,N,0,0,5,1
2021,7,7,21,N,Y,N,0,0,3,3
2021,7,7,21,N,Y,N,0,1,6,0
2021,7,7,21,N,Y,N,0,1,6,0
2021,7,7,21,N,Y,N,0,1,3,2
2021,7,7,21,N,Y,N,0,None,0,0
2021,7,7,21,N,Y,N,0,0,0,7
2021,7,7,21,N,Y,N,0,0,1,5
2021,7,7,21,N,Y,N,0,1,6,1
2021,3,25,7,N,N,N,2,1,0,7
2021,3,25,7,N,N,N,2,0,1,4
2021,3,25,7,N,N,N,2,0,7,0
2021,3,25,7,N,N,N,2,1,1,6
2021,3,25,7,N,N,N,2,0,4,1
2021,3,25,7,N,N,N,2,0,0,7
2021,3,25,7,N,N,N,2,0,1,6
2021,3,25,7,N,N,N,2,0,1,6
2021,3,25,7,N,N,N,2,0,1,6
2021,3,25,7,N,N,N,2,0,2,4
2021,3,25,7,N,N,N,2,None,1,6
2021,3,25,7,N,N,N,2,0,2,4
2021,3,25,7,N,N,N,2,0,2,4
2021,3,25,7,N,N,N,2,0,1,6
2021,8,3,7,Y,N,N,0,1,6,1
2021,8,3,7,Y,N,N,0,1,6,1
2021,8,3,7,Y,N,N,0,1,2,3
2021,8,3,7,Y,N,N,0,0,5,2
2021,8,3,7,Y,N,N,0,None,2,4
2021,8,3,7,Y,N,N,0,0,3,4
2021,8,3,7,Y,N,N,0,1,6,0
2021,8,3,7,Y,N,N,0,1,4,2
2021,8,3,7,Y,N,N,0,1,2,4
2021,8,3,7,Y,N,N,0,1,5,0
2021,8,3,7,Y,N,N,0,0,4,3
2021,8,3,7,Y,N,N,0,0,1,6
2021,8,3,7,Y,N,N,0,0,1,5
2021,8,3,7,Y,N,N,0,0,2,5
2020,7,28,10,N,N,N,0,0,1,6
2020,7,28,10,N,N,N,0,0,4,3
2020,7,28,10,N,N,N,0,0,0,7
2020,7,28,10,N,N,N,0,1,4,3
2020,7,28,10,N,N,N,0,0,3,4
2020,7,28,10,N,N,N,0,0,1,6
2020,7,28,10,N,N,N,0,0,1,6
2020,7,28,10,N,N,N,0,0,1,6
2020,7,28,10,N,N,N,0,0,0,7
2020,7,28,10,N,N,N,0,0,0,7
2020,7,28,10,N,N,N,0,0,2,5
2020,7,28,10,N,N,N,0,0,7,0
2020,7,28,10,N,N,N,0,1,7,0
2020,7,28,10,N,N,N,0,0,4,3
2020,7,28,10,N,N,N,0,0,3,4
2020,7,28,10,N,N,N,0,1,0,7
2020,6,29,20,N,N,N,0,0,1,6
2020,6,29,20,N,N,N,0,1,3,4
2020,6,29,20,N,N,N,0,1,1,6
2020,6,29,20,N,N,N,0,1,3,4
2020,6,29,20,N,N,N,0,1,7,0
2020,6,29,20,N,N,N,0,0,0,7
2020,6,29,20,N,N,N,0,1,7,0
2020,6,29,20,N,N,N,0,1,6,1
2020,6,29,20,N,N,N,0,1,5,2
2020,6,29,20,N,N,N,0,1,6,1
2020,6,29,20,N,N,N,0,1,5,2
2020,6,29,20,N,N,N,0,0,2,5
2021,10,8,26,N,Y,N,0,1,3,3
2021,10,8,26,N,Y,N,0,0,1,6
2021,10,8,26,N,Y,N,0,0,2,5
2021,10,8,26,N,Y,N,0,0,5,1
2021,10,8,26,N,Y,N,0,0,0,6
2021,10,8,26,N,Y,N,0,0,3,3
2021,8,3,8,Y,N,N,0,1,5,1
2021,8,3,8,Y,N,N,0,1,7,0
2021,8,3,8,Y,N,N,0,0,0,7
2021,8,3,8,Y,N,N,0,1,5,2
2021,8,3,8,Y,N,N,0,1,3,4
2021,8,3,8,Y,N,N,0,0,0,7
2021,8,3,8,Y,N,N,0,0,3,2
2021,8,3,8,Y,N,N,0,0,0,7
2021,8,3,8,Y,N,N,0,0,0,7
2021,10,6,33,Y,N,N,0,1,1,6
2021,10,6,33,Y,N,N,0,1,1,6
2021,10,6,33,Y,N,N,0,0,3,4
2021,10,6,33,Y,N,N,0,1,2,5
2021,10,6,33,Y,N,N,0,1,5,2
2021,10,6,33,Y,N,N,0,1,3,4
2021,10,6,33,Y,N,N,0,0,1,5
2021,8,3,17,Y,N,N,2,1,6,1
2021,8,3,17,Y,N,N,2,0,6,1
2021,8,3,17,Y,N,N,2,0,0,7
2021,8,3,17,Y,N,N,2,0,5,2
2021,8,3,17,Y,N,N,2,0,0,7
2021,8,3,17,Y,N,N,2,1,0,7
2021,8,3,17,Y,N,N,2,0,0,7
2021,8,3,17,Y,N,N,2,0,2,5
2021,8,3,17,Y,N,N,2,0,3,4
2021,8,3,17,Y,N,N,2,0,4,3
2021,8,3,17,Y,N,N,2,0,0,6
2021,8,3,17,Y,N,N,2,1,2,5
2021,8,3,17,Y,N,N,2,1,5,2
2021,8,3,17,Y,N,N,2,1,5,1
2021,8,3,17,Y,N,N,2,1,3,3
2021,8,3,17,Y,N,N,2,1,4,3
2021,8,3,17,Y,N,N,2,0,2,5
2021,8,3,17,Y,N,N,2,1,2,5
2021,8,3,17,Y,N,N,2,1,4,3
2021,8,3,17,Y,N,N,2,1,4,1
2021,8,3,17,Y,N,N,2,1,4,2
2021,8,3,17,Y,N,N,2,1,5,1
2021,3,25,30,N,N,N,2,0,1,6
2021,3,25,30,N,N,N,2,0,0,6
2021,3,25,30,N,N,N,2,1,6,0
2021,3,25,30,N,N,N,2,1,2,4
2021,3,25,30,N,N,N,2,0,0,7
2021,3,25,30,N,N,N,2,0,0,7
2021,3,25,30,N,N,N,2,1,6,1
2021,3,25,30,N,N,N,2,1,0,7
2021,3,25,30,N,N,N,2,0,5,1
2021,3,25,30,N,N,N,2,0,0,6
2020,7,28,11,N,N,N,0,0,1,5
2020,7,28,11,N,N,N,0,1,7,0
2020,7,28,11,N,N,N,0,0,0,6
2020,7,28,11,N,N,N,0,0,0,7
2020,7,28,11,N,N,N,0,0,2,5
2020,7,28,11,N,N,N,0,0,2,5
2020,7,28,11,N,N,N,0,0,0,7
2020,7,28,11,N,N,N,0,0,0,7
2020,7,28,11,N,N,N,0,0,3,3
2020,7,28,11,N,N,N,0,0,1,5
2020,7,28,11,N,N,N,0,0,4,3
2020,7,28,11,N,N,N,0,0,3,3
2020,7,28,11,N,N,N,0,0,0,6
2020,7,28,11,N,N,N,0,None,7,0
2020,7,28,11,N,N,N,0,None,0,0
2020,7,28,11,N,N,N,0,0,1,6
2020,7,28,11,N,N,N,0,0,2,4
2020,7,28,11,N,N,N,0,1,5,1
2020,7,28,11,N,N,N,0,0,2,5
2020,7,28,11,N,N,N,0,0,0,7
2021,10,6,36,Y,N,N,2,0,0,7
2021,10,6,36,Y,N,N,2,0,5,2
2021,10,6,36,Y,N,N,2,0,2,5
2020,7,28,3,N,N,N,2,1,7,0
2020,7,28,3,N,N,N,2,1,4,3
2020,7,28,3,N,N,N,2,0,0,7
2020,7,28,3,N,N,N,2,1,4,3
2020,7,28,3,N,N,N,2,1,6,1
2020,7,28,3,N,N,N,2,0,2,5
2020,7,28,3,N,N,N,2,0,2,5
2020,7,28,3,N,N,N,2,1,6,1
2020,7,28,3,N,N,N,2,1,7,0
2020,7,28,3,N,N,N,2,1,7,0
2020,7,28,3,N,N,N,2,0,0,7
2020,7,28,3,N,N,N,2,1,3,4
2020,7,28,3,N,N,N,2,1,6,1
2020,7,28,3,N,N,N,2,1,2,5
2020,7,28,3,N,N,N,2,0,5,2
2020,7,28,3,N,N,N,2,0,3,4
2021,3,25,1,N,N,N,0,0,0,7
2021,3,25,1,N,N,N,0,0,1,5
2021,3,25,1,N,N,N,0,0,0,7
2021,3,25,1,N,N,N,0,1,6,1
2021,3,25,1,N,N,N,0,0,3,3
2021,3,25,1,N,N,N,0,0,5,1
2021,3,25,1,N,N,N,0,1,1,5
2021,3,25,1,N,N,N,0,0,1,6
2021,3,25,1,N,N,N,0,0,5,2
2021,3,25,1,N,N,N,0,1,4,3
2021,3,25,1,N,N,N,0,1,6,0
2021,3,25,1,N,N,N,0,1,7,0
2021,3,25,1,N,N,N,0,1,6,0
2021,3,25,1,N,N,N,0,0,2,5
2021,3,25,1,N,N,N,0,0,2,4
2021,3,25,1,N,N,N,0,1,6,1
2021,3,25,1,N,N,N,0,0,5,1
2021,3,25,1,N,N,N,0,1,5,2
2021,3,25,1,N,N,N,0,1,7,0
2021,3,25,1,N,N,N,0,0,1,6
2021,3,25,1,N,N,N,0,0,1,6
2021,7,7,19,N,Y,N,0,1,6,1
2021,7,7,19,N,Y,N,0,0,2,4
2021,7,7,19,N,Y,N,0,1,1,5
2021,7,7,19,N,Y,N,0,1,3,3
2021,7,7,19,N,Y,N,0,1,5,1
2021,7,7,19,N,Y,N,0,1,6,1
2021,7,7,19,N,Y,N,0,1,3,3
2021,7,7,19,N,Y,N,0,1,6,0
2021,7,7,19,N,Y,N,0,1,6,1
2021,7,7,19,N,Y,N,0,0,1,5
2021,7,7,19,N,Y,N,0,0,0,7
2021,7,7,19,N,Y,N,0,0,0,6
2021,7,7,19,N,Y,N,0,0,2,4
2021,7,7,19,N,Y,N,0,0,6,0
2021,7,7,19,N,Y,N,0,1,7,0
2021,7,7,19,N,Y,N,0,0,5,0
2021,7,7,19,N,Y,N,0,0,1,5
2021,7,7,19,N,Y,N,0,0,1,5
2021,7,7,19,N,Y,N,0,1,4,3
2021,7,7,19,N,Y,N,0,1,4,3
2021,7,7,19,N,Y,N,0,0,6,0
2021,7,7,19,N,Y,N,0,0,1,5
2021,7,7,19,N,Y,N,0,0,0,7
2021,7,7,19,N,Y,N,0,1,6,1
2021,7,7,19,N,Y,N,0,1,4,3
2021,8,3,11,Y,N,N,2,1,2,5
2021,8,3,11,Y,N,N,2,1,5,2
2021,8,3,11,Y,N,N,2,1,1,6
2021,8,3,11,Y,N,N,2,0,4,3
2021,8,3,11,Y,N,N,2,0,1,6
2021,8,3,11,Y,N,N,2,0,2,4
2021,8,3,11,Y,N,N,2,0,0,7
2021,8,3,11,Y,N,N,2,0,5,2
2021,8,3,11,Y,N,N,2,0,3,4
2021,8,3,11,Y,N,N,2,0,1,6
2021,8,3,11,Y,N,N,2,0,4,3
2021,8,3,11,Y,N,N,2,0,0,6
2021,8,3,11,Y,N,N,2,1,6,1
2021,8,3,11,Y,N,N,2,0,6,1
2021,8,3,11,Y,N,N,2,0,0,6
2021,8,3,11,Y,N,N,2,0,0,7
2021,8,3,11,Y,N,N,2,0,5,2
2021,8,3,11,Y,N,N,2,0,0,7